defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF001800,2022-01-07,EQ0048,Bulldozer,Electrical Fault,Minor,Material,Wrong Specification,982.94,2.93,In-Process,Closed
DEF001801,2023-03-04,EQ0015,Bulldozer,Paint Finish,Minor,Machine,Calibration Drift,1128.68,0.6,Customer,In Progress
DEF001802,2023-08-27,EQ0025,Excavator,Hydraulic Leak,Major,Method,Incorrect Procedure,6031.37,8.69,In-Process,In Progress
DEF001803,2024-04-18,EQ0016,Dump Truck,Hydraulic Leak,Major,Machine,Tool Wear,5936.76,9.01,Final Inspection,Open
DEF001804,2024-05-07,EQ0020,Crane,Paint Finish,Major,Machine,Tool Wear,1211.79,5.16,Final Inspection,Open
DEF001805,2022-09-26,EQ0022,Excavator,Electrical Fault,Major,Man,Operator Error,7466.62,4.41,Final Inspection,Closed
DEF001806,2022-12-27,EQ0049,Excavator,Surface Scratch,Minor,Man,Fatigue,1487.85,3.68,Final Inspection,Closed
DEF001807,2022-11-28,EQ0042,Bulldozer,Paint Finish,Minor,Man,Operator Error,1773.81,1.96,In-Process,Closed
DEF001808,2022-06-06,EQ0047,Grader,Weld Defect,Minor,Measurement,Wrong Instrument,1084.78,3.47,Customer,Open
DEF001809,2024-03-20,EQ0008,Excavator,Paint Finish,Minor,Measurement,Wrong Instrument,1787.61,1.71,Customer,Closed
DEF001810,2024-02-11,EQ0024,Dump Truck,Weld Defect,Minor,Measurement,Gauge Error,1475.57,1.54,In-Process,Closed
DEF001811,2024-12-05,EQ0012,Dump Truck,Weld Defect,Major,Measurement,Calibration Issue,7566.99,11.15,Customer,Closed
DEF001812,2024-06-05,EQ0012,Dump Truck,Hydraulic Leak,Minor,Material,Material Contamination,768.98,3.83,Customer,Closed
DEF001813,2024-12-13,EQ0026,Grader,Dimensional Variance,Major,Environment,Vibration,4510.51,3.56,Final Inspection,Closed
DEF001814,2022-03-15,EQ0046,Excavator,Paint Finish,Critical,Environment,Temperature Variation,6584.85,15.05,Customer,Closed
DEF001815,2024-07-31,EQ0004,Excavator,Weld Defect,Minor,Machine,Tool Wear,1756.77,1.23,In-Process,Closed
DEF001816,2024-02-21,EQ0003,Excavator,Hydraulic Leak,Minor,Environment,Humidity,428.2,2.05,Customer,Closed
DEF001817,2022-10-06,EQ0038,Loader,Paint Finish,Minor,Method,Incorrect Procedure,1394.12,1.68,Customer,Closed
DEF001818,2024-02-15,EQ0034,Bulldozer,Seal Failure,Minor,Method,Process Not Followed,469.18,2.27,Customer,Open
DEF001819,2023-07-05,EQ0023,Loader,Paint Finish,Major,Environment,Vibration,6203.66,6.07,In-Process,Open
DEF001820,2023-06-29,EQ0022,Excavator,Electrical Fault,Major,Environment,Vibration,7090.6,9.57,Final Inspection,Closed
DEF001821,2023-05-13,EQ0008,Excavator,Paint Finish,Minor,Method,Process Not Followed,547.18,2.78,Customer,Closed
DEF001822,2022-03-16,EQ0002,Grader,Weld Defect,Minor,Measurement,Wrong Instrument,811.38,1.75,In-Process,Open
DEF001823,2022-09-15,EQ0047,Grader,Dimensional Variance,Major,Machine,Equipment Malfunction,5452.2,10.25,Final Inspection,Closed
DEF001824,2022-02-16,EQ0021,Excavator,Paint Finish,Major,Machine,Calibration Drift,2782.02,9.63,Final Inspection,In Progress
DEF001825,2023-08-18,EQ0001,Grader,Alignment Issue,Minor,Machine,Equipment Malfunction,1507.6,2.95,Final Inspection,Closed
DEF001826,2022-03-21,EQ0009,Dump Truck,Paint Finish,Major,Man,Insufficient Training,4336.73,7.58,Customer,Closed
DEF001827,2023-08-08,EQ0048,Bulldozer,Paint Finish,Minor,Material,Material Contamination,619.12,1.87,Customer,Open
DEF001828,2023-09-01,EQ0012,Dump Truck,Assembly Error,Major,Environment,Vibration,5698.42,10.98,Final Inspection,Closed
DEF001829,2023-04-13,EQ0009,Dump Truck,Weld Defect,Minor,Environment,Temperature Variation,1322.48,0.75,Final Inspection,Closed
DEF001830,2023-11-08,EQ0021,Excavator,Paint Finish,Minor,Environment,Humidity,1441.05,0.6,In-Process,Open
DEF001831,2023-06-21,EQ0032,Grader,Material Defect,Minor,Machine,Calibration Drift,1267.08,3.45,Final Inspection,Open
DEF001832,2024-09-26,EQ0017,Loader,Paint Finish,Minor,Man,Operator Error,1270.35,1.22,Customer,Open
DEF001833,2023-04-07,EQ0038,Loader,Surface Scratch,Major,Machine,Equipment Malfunction,4581.57,8.94,Customer,Closed
DEF001834,2022-07-06,EQ0031,Loader,Bolt Torque,Minor,Method,Inadequate Work Instruction,1179.74,1.37,Customer,Open
DEF001835,2023-10-19,EQ0015,Bulldozer,Bolt Torque,Minor,Environment,Temperature Variation,1996.78,0.63,In-Process,In Progress
DEF001836,2023-03-24,EQ0036,Bulldozer,Weld Defect,Major,Method,Incorrect Procedure,6656.82,5.26,In-Process,Closed
DEF001837,2024-07-10,EQ0025,Excavator,Hydraulic Leak,Minor,Method,Process Not Followed,1029.45,3.99,Customer,Closed
DEF001838,2024-01-24,EQ0032,Grader,Hydraulic Leak,Minor,Method,Process Not Followed,1402.01,1.54,Customer,In Progress
DEF001839,2024-01-30,EQ0024,Dump Truck,Seal Failure,Critical,Machine,Equipment Malfunction,11852.07,36.69,Customer,Closed
DEF001840,2022-10-02,EQ0008,Excavator,Hydraulic Leak,Minor,Material,Material Contamination,997.6,1.55,In-Process,Closed
DEF001841,2023-04-05,EQ0027,Dump Truck,Electrical Fault,Minor,Environment,Humidity,1441.42,0.96,In-Process,Open
DEF001842,2024-07-17,EQ0048,Bulldozer,Bolt Torque,Minor,Man,Insufficient Training,1361.43,2.25,Customer,In Progress
DEF001843,2022-07-17,EQ0015,Bulldozer,Bolt Torque,Minor,Material,Material Contamination,1477.58,0.82,Final Inspection,Closed
DEF001844,2023-08-29,EQ0037,Dump Truck,Paint Finish,Major,Environment,Temperature Variation,2431.57,9.89,Final Inspection,Closed
DEF001845,2024-02-29,EQ0013,Grader,Dimensional Variance,Minor,Environment,Vibration,1033.81,0.59,In-Process,In Progress
DEF001846,2022-04-27,EQ0002,Grader,Weld Defect,Minor,Environment,Temperature Variation,1429.76,1.35,In-Process,Closed
DEF001847,2023-08-06,EQ0003,Excavator,Bolt Torque,Major,Machine,Calibration Drift,6157.49,3.73,In-Process,In Progress
DEF001848,2022-02-15,EQ0040,Crane,Hydraulic Leak,Critical,Measurement,Gauge Error,20944.34,10.83,Final Inspection,Closed
DEF001849,2022-12-04,EQ0025,Excavator,Paint Finish,Minor,Man,Insufficient Training,1249.39,0.71,Final Inspection,Closed
DEF001850,2023-06-02,EQ0043,Excavator,Weld Defect,Minor,Material,Material Contamination,1379.73,3.66,Final Inspection,Open
DEF001851,2022-06-26,EQ0029,Bulldozer,Hydraulic Leak,Minor,Machine,Calibration Drift,1918.66,3.24,Customer,Closed
DEF001852,2023-04-23,EQ0036,Bulldozer,Paint Finish,Minor,Machine,Equipment Malfunction,860.4,0.74,Customer,Closed
DEF001853,2024-06-04,EQ0023,Loader,Electrical Fault,Minor,Machine,Calibration Drift,969.53,1.96,In-Process,In Progress
DEF001854,2022-09-21,EQ0050,Loader,Weld Defect,Major,Man,Fatigue,1181.44,3.65,Customer,Open
DEF001855,2024-10-26,EQ0026,Grader,Weld Defect,Major,Material,Wrong Specification,1645.87,7.92,In-Process,Open
DEF001856,2024-12-12,EQ0005,Loader,Assembly Error,Major,Man,Fatigue,4815.25,7.28,Final Inspection,Closed
DEF001857,2024-04-24,EQ0045,Crane,Paint Finish,Minor,Man,Fatigue,538.86,3.39,Customer,Closed
DEF001858,2022-03-15,EQ0037,Dump Truck,Hydraulic Leak,Critical,Measurement,Calibration Issue,9339.16,18.27,Customer,Open
DEF001859,2022-07-12,EQ0038,Loader,Paint Finish,Major,Environment,Humidity,6322.63,10.81,Final Inspection,Open
DEF001860,2023-09-08,EQ0047,Grader,Seal Failure,Minor,Method,Incorrect Procedure,1452.39,0.74,In-Process,Closed
DEF001861,2023-03-22,EQ0049,Excavator,Electrical Fault,Minor,Measurement,Wrong Instrument,366.04,0.9,Final Inspection,Open
DEF001862,2023-10-20,EQ0019,Loader,Surface Scratch,Critical,Machine,Tool Wear,9783.55,14.59,In-Process,In Progress
DEF001863,2023-06-24,EQ0025,Excavator,Hydraulic Leak,Major,Measurement,Wrong Instrument,7707.05,2.77,Final Inspection,In Progress
DEF001864,2022-04-29,EQ0006,Dump Truck,Surface Scratch,Minor,Material,Wrong Specification,824.15,2.96,Customer,Closed
DEF001865,2022-11-08,EQ0038,Loader,Weld Defect,Minor,Method,Incorrect Procedure,1560.62,1.23,In-Process,Closed
DEF001866,2024-10-15,EQ0006,Dump Truck,Assembly Error,Minor,Environment,Vibration,338.29,2.78,In-Process,In Progress
DEF001867,2024-06-19,EQ0023,Loader,Seal Failure,Minor,Measurement,Calibration Issue,1917.39,3.16,Final Inspection,Open
DEF001868,2022-05-04,EQ0001,Grader,Paint Finish,Minor,Measurement,Wrong Instrument,240.88,1.71,Final Inspection,Closed
DEF001869,2024-03-23,EQ0027,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,1750.33,0.98,Customer,Closed
DEF001870,2022-05-02,EQ0050,Loader,Weld Defect,Major,Man,Operator Error,5768.31,7.23,Customer,Closed
DEF001871,2022-05-15,EQ0025,Excavator,Paint Finish,Critical,Machine,Calibration Drift,13417.12,15.99,In-Process,Open
DEF001872,2024-04-11,EQ0006,Dump Truck,Paint Finish,Minor,Environment,Vibration,1083.66,1.5,Customer,Closed
DEF001873,2023-01-30,EQ0025,Excavator,Electrical Fault,Minor,Environment,Temperature Variation,638.13,1.67,Customer,Closed
DEF001874,2023-01-17,EQ0021,Excavator,Weld Defect,Minor,Environment,Temperature Variation,785.04,2.4,Customer,In Progress
DEF001875,2023-11-23,EQ0024,Dump Truck,Dimensional Variance,Minor,Measurement,Gauge Error,1998.09,0.89,Customer,Closed
DEF001876,2022-02-19,EQ0026,Grader,Assembly Error,Minor,Machine,Calibration Drift,1134.88,1.08,Final Inspection,Closed
DEF001877,2023-02-27,EQ0031,Loader,Hydraulic Leak,Major,Environment,Temperature Variation,3774.65,7.63,In-Process,Open
DEF001878,2024-12-25,EQ0033,Grader,Weld Defect,Major,Material,Wrong Specification,2647.7,4.55,Final Inspection,Closed
DEF001879,2024-05-12,EQ0046,Excavator,Bolt Torque,Major,Environment,Humidity,4015.09,6.8,In-Process,Closed
DEF001880,2023-04-18,EQ0018,Grader,Hydraulic Leak,Critical,Method,Process Not Followed,5771.82,15.3,Final Inspection,Open
DEF001881,2024-06-24,EQ0011,Bulldozer,Hydraulic Leak,Critical,Man,Fatigue,10202.96,24.43,In-Process,Open
DEF001882,2023-07-06,EQ0036,Bulldozer,Paint Finish,Major,Environment,Humidity,4075.89,7.44,Customer,Open
DEF001883,2024-02-16,EQ0015,Bulldozer,Bolt Torque,Major,Material,Material Contamination,4773.1,3.18,In-Process,Open
DEF001884,2024-02-08,EQ0023,Loader,Weld Defect,Minor,Man,Insufficient Training,499.49,3.12,Final Inspection,In Progress
DEF001885,2023-07-07,EQ0019,Loader,Paint Finish,Minor,Measurement,Gauge Error,664.77,3.1,Final Inspection,Closed
DEF001886,2023-06-08,EQ0014,Bulldozer,Alignment Issue,Minor,Method,Process Not Followed,1947.72,3.97,In-Process,In Progress
DEF001887,2022-02-25,EQ0020,Crane,Weld Defect,Minor,Material,Material Contamination,1417.99,2.71,Final Inspection,Closed
DEF001888,2023-12-27,EQ0041,Dump Truck,Electrical Fault,Minor,Man,Operator Error,251.59,1.31,In-Process,Closed
DEF001889,2024-04-27,EQ0012,Dump Truck,Electrical Fault,Critical,Machine,Equipment Malfunction,14930.86,12.79,Final Inspection,Closed
DEF001890,2024-08-23,EQ0002,Grader,Alignment Issue,Minor,Environment,Humidity,1442.84,2.78,Customer,Open
DEF001891,2024-03-10,EQ0043,Excavator,Dimensional Variance,Major,Man,Fatigue,3573.55,9.86,Final Inspection,Closed
DEF001892,2024-07-12,EQ0043,Excavator,Weld Defect,Minor,Environment,Vibration,548.62,0.6,Customer,Open
DEF001893,2024-04-12,EQ0021,Excavator,Electrical Fault,Minor,Machine,Calibration Drift,259.66,0.9,Customer,In Progress
DEF001894,2022-02-09,EQ0017,Loader,Weld Defect,Minor,Machine,Equipment Malfunction,1331.06,2.47,Final Inspection,Closed
DEF001895,2022-03-11,EQ0008,Excavator,Weld Defect,Minor,Material,Wrong Specification,1658.85,3.75,Customer,Closed
DEF001896,2023-11-18,EQ0006,Dump Truck,Bolt Torque,Major,Material,Material Contamination,6679.11,7.94,Final Inspection,Closed
DEF001897,2024-03-03,EQ0038,Loader,Paint Finish,Minor,Environment,Vibration,448.74,0.8,Final Inspection,Closed
DEF001898,2023-12-26,EQ0031,Loader,Surface Scratch,Major,Man,Operator Error,3399.56,7.0,Final Inspection,Closed
DEF001899,2022-05-17,EQ0011,Bulldozer,Electrical Fault,Major,Environment,Humidity,2896.31,6.61,Customer,In Progress
DEF001900,2023-01-13,EQ0013,Grader,Weld Defect,Minor,Measurement,Gauge Error,1669.01,2.99,In-Process,Closed
DEF001901,2023-07-25,EQ0011,Bulldozer,Alignment Issue,Minor,Environment,Temperature Variation,1075.54,0.82,In-Process,Open
DEF001902,2024-06-30,EQ0014,Bulldozer,Weld Defect,Minor,Environment,Vibration,1902.7,0.94,Final Inspection,Closed
DEF001903,2023-11-23,EQ0005,Loader,Paint Finish,Minor,Material,Wrong Specification,1527.8,1.34,Final Inspection,Closed
DEF001904,2023-08-01,EQ0023,Loader,Weld Defect,Minor,Environment,Temperature Variation,719.16,2.69,Final Inspection,Closed
DEF001905,2023-12-20,EQ0046,Excavator,Dimensional Variance,Minor,Machine,Equipment Malfunction,1796.6,3.62,In-Process,Closed
DEF001906,2022-12-13,EQ0032,Grader,Electrical Fault,Minor,Environment,Humidity,1483.3,3.51,Customer,Closed
DEF001907,2022-09-13,EQ0035,Loader,Electrical Fault,Critical,Method,Process Not Followed,7770.42,36.33,Customer,Closed
DEF001908,2024-08-25,EQ0007,Crane,Weld Defect,Major,Environment,Vibration,4623.57,3.3,In-Process,Closed
DEF001909,2024-08-17,EQ0021,Excavator,Assembly Error,Minor,Man,Fatigue,1139.13,2.58,In-Process,Closed
DEF001910,2022-09-05,EQ0019,Loader,Weld Defect,Minor,Material,Material Contamination,336.92,3.77,Final Inspection,Closed
DEF001911,2022-06-17,EQ0045,Crane,Assembly Error,Minor,Measurement,Wrong Instrument,1741.27,1.34,Final Inspection,In Progress
DEF001912,2022-12-20,EQ0034,Bulldozer,Dimensional Variance,Minor,Environment,Vibration,1852.96,1.25,Customer,Closed
DEF001913,2023-11-21,EQ0016,Dump Truck,Seal Failure,Major,Method,Process Not Followed,4479.29,9.22,Customer,Closed
DEF001914,2024-10-11,EQ0014,Bulldozer,Hydraulic Leak,Critical,Environment,Temperature Variation,16206.35,36.4,Final Inspection,Open
DEF001915,2022-12-20,EQ0008,Excavator,Paint Finish,Major,Measurement,Gauge Error,1605.82,8.5,Customer,Open
DEF001916,2022-12-06,EQ0007,Crane,Paint Finish,Minor,Environment,Humidity,1254.0,2.65,Final Inspection,Closed
DEF001917,2022-02-09,EQ0010,Excavator,Weld Defect,Minor,Measurement,Gauge Error,1839.02,3.45,Customer,Closed
DEF001918,2024-01-10,EQ0028,Crane,Hydraulic Leak,Major,Measurement,Gauge Error,3817.58,10.25,In-Process,Closed
DEF001919,2022-01-03,EQ0041,Dump Truck,Surface Scratch,Major,Environment,Vibration,7951.17,6.72,In-Process,Closed
DEF001920,2022-04-06,EQ0010,Excavator,Surface Scratch,Minor,Measurement,Calibration Issue,1598.08,2.35,Final Inspection,Closed
DEF001921,2024-06-09,EQ0006,Dump Truck,Dimensional Variance,Minor,Environment,Temperature Variation,604.63,0.63,Customer,Closed
DEF001922,2023-04-26,EQ0034,Bulldozer,Paint Finish,Major,Method,Process Not Followed,2081.85,8.95,Customer,In Progress
DEF001923,2024-06-20,EQ0010,Excavator,Bolt Torque,Minor,Man,Insufficient Training,516.8,1.93,Final Inspection,Closed
DEF001924,2023-07-05,EQ0021,Excavator,Surface Scratch,Minor,Method,Process Not Followed,994.96,1.99,Customer,In Progress
DEF001925,2022-07-03,EQ0040,Crane,Dimensional Variance,Minor,Measurement,Wrong Instrument,1103.86,2.06,Final Inspection,Closed
DEF001926,2023-12-18,EQ0034,Bulldozer,Weld Defect,Minor,Machine,Tool Wear,272.64,1.58,In-Process,Open
DEF001927,2024-06-14,EQ0035,Loader,Seal Failure,Major,Machine,Tool Wear,7941.87,4.26,Customer,Closed
DEF001928,2023-06-08,EQ0020,Crane,Paint Finish,Minor,Machine,Tool Wear,868.19,2.05,Customer,Closed
DEF001929,2022-03-09,EQ0016,Dump Truck,Calibration Error,Minor,Man,Fatigue,1595.5,1.4,Final Inspection,Open
DEF001930,2023-11-18,EQ0011,Bulldozer,Weld Defect,Minor,Method,Process Not Followed,463.95,1.02,Customer,Closed
DEF001931,2024-01-24,EQ0029,Bulldozer,Weld Defect,Minor,Environment,Vibration,1204.36,2.19,Customer,Open
DEF001932,2022-05-07,EQ0037,Dump Truck,Dimensional Variance,Minor,Environment,Humidity,1708.91,1.23,Customer,Open
DEF001933,2023-02-02,EQ0037,Dump Truck,Weld Defect,Minor,Machine,Equipment Malfunction,590.78,1.4,Final Inspection,Closed
DEF001934,2024-03-30,EQ0036,Bulldozer,Weld Defect,Minor,Machine,Calibration Drift,1135.34,2.13,Customer,Open
DEF001935,2023-01-17,EQ0023,Loader,Paint Finish,Minor,Machine,Equipment Malfunction,383.61,1.32,Final Inspection,Closed
DEF001936,2022-04-19,EQ0049,Excavator,Weld Defect,Minor,Material,Substandard Material,761.95,2.79,In-Process,Closed
DEF001937,2024-07-01,EQ0024,Dump Truck,Weld Defect,Major,Environment,Temperature Variation,2632.55,9.62,Customer,Closed
DEF001938,2024-11-19,EQ0015,Bulldozer,Weld Defect,Major,Man,Operator Error,3790.37,9.66,Final Inspection,Closed
DEF001939,2024-09-24,EQ0015,Bulldozer,Bolt Torque,Minor,Method,Incorrect Procedure,222.75,2.13,Customer,Closed
DEF001940,2024-02-01,EQ0035,Loader,Dimensional Variance,Minor,Measurement,Calibration Issue,404.61,3.82,Final Inspection,Closed
DEF001941,2022-02-03,EQ0005,Loader,Bolt Torque,Minor,Environment,Humidity,895.09,1.79,Final Inspection,In Progress
DEF001942,2022-10-23,EQ0006,Dump Truck,Weld Defect,Minor,Method,Inadequate Work Instruction,1454.11,3.27,Customer,Open
DEF001943,2024-06-10,EQ0006,Dump Truck,Paint Finish,Minor,Method,Incorrect Procedure,1483.92,2.7,Customer,Closed
DEF001944,2024-05-27,EQ0001,Grader,Hydraulic Leak,Major,Machine,Equipment Malfunction,2429.25,9.26,Customer,Open
DEF001945,2022-03-19,EQ0031,Loader,Weld Defect,Minor,Environment,Vibration,1838.32,2.14,Customer,Open
DEF001946,2023-03-09,EQ0019,Loader,Weld Defect,Minor,Measurement,Wrong Instrument,628.44,0.83,Customer,Closed
DEF001947,2024-05-11,EQ0014,Bulldozer,Assembly Error,Minor,Environment,Temperature Variation,1602.88,2.88,In-Process,In Progress
DEF001948,2022-01-24,EQ0025,Excavator,Paint Finish,Minor,Method,Inadequate Work Instruction,1840.72,2.77,Customer,Open
DEF001949,2024-04-05,EQ0007,Crane,Electrical Fault,Major,Man,Insufficient Training,3083.65,6.18,Customer,Closed
DEF001950,2024-12-25,EQ0005,Loader,Paint Finish,Major,Man,Fatigue,5085.03,9.24,In-Process,Open
DEF001951,2024-12-16,EQ0041,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,1741.73,1.83,Final Inspection,In Progress
DEF001952,2024-03-31,EQ0037,Dump Truck,Weld Defect,Minor,Method,Incorrect Procedure,730.92,2.5,Customer,Closed
DEF001953,2023-06-11,EQ0024,Dump Truck,Electrical Fault,Minor,Measurement,Wrong Instrument,720.25,1.2,Final Inspection,Closed
DEF001954,2023-08-09,EQ0036,Bulldozer,Paint Finish,Minor,Man,Insufficient Training,1392.54,1.79,In-Process,Closed
DEF001955,2024-10-01,EQ0014,Bulldozer,Weld Defect,Major,Environment,Temperature Variation,6168.32,2.91,Customer,Closed
DEF001956,2023-02-22,EQ0049,Excavator,Paint Finish,Minor,Material,Wrong Specification,1429.21,3.91,Final Inspection,Closed
DEF001957,2024-08-02,EQ0012,Dump Truck,Weld Defect,Minor,Machine,Calibration Drift,534.6,3.81,Customer,Closed
DEF001958,2023-07-03,EQ0001,Grader,Hydraulic Leak,Minor,Man,Operator Error,317.56,2.84,Customer,Open
DEF001959,2022-03-10,EQ0023,Loader,Electrical Fault,Major,Environment,Temperature Variation,4635.78,5.96,Customer,Closed
DEF001960,2023-03-02,EQ0045,Crane,Seal Failure,Minor,Method,Inadequate Work Instruction,944.03,1.56,Customer,Closed
DEF001961,2023-02-09,EQ0048,Bulldozer,Electrical Fault,Minor,Material,Substandard Material,1305.27,2.71,Final Inspection,Closed
DEF001962,2022-04-30,EQ0021,Excavator,Dimensional Variance,Minor,Man,Insufficient Training,241.78,1.19,Final Inspection,Closed
DEF001963,2024-01-20,EQ0021,Excavator,Electrical Fault,Minor,Method,Incorrect Procedure,226.06,1.73,Customer,In Progress
DEF001964,2024-05-07,EQ0007,Crane,Paint Finish,Minor,Machine,Equipment Malfunction,740.26,3.7,In-Process,Closed
DEF001965,2024-06-21,EQ0018,Grader,Dimensional Variance,Minor,Environment,Humidity,1539.56,3.25,In-Process,Closed
DEF001966,2022-03-03,EQ0014,Bulldozer,Electrical Fault,Major,Measurement,Gauge Error,3413.39,11.87,Final Inspection,Closed
DEF001967,2023-09-13,EQ0008,Excavator,Dimensional Variance,Minor,Measurement,Calibration Issue,1268.15,3.73,In-Process,Closed
DEF001968,2023-07-15,EQ0024,Dump Truck,Weld Defect,Major,Measurement,Wrong Instrument,1303.77,10.19,Customer,Open
DEF001969,2024-10-27,EQ0008,Excavator,Weld Defect,Major,Man,Fatigue,3263.59,3.5,Customer,Closed
DEF001970,2024-03-09,EQ0003,Excavator,Paint Finish,Minor,Machine,Calibration Drift,1914.14,1.08,In-Process,In Progress
DEF001971,2023-05-30,EQ0012,Dump Truck,Hydraulic Leak,Minor,Man,Fatigue,518.25,0.89,Final Inspection,Closed
DEF001972,2022-03-07,EQ0024,Dump Truck,Surface Scratch,Minor,Man,Operator Error,314.3,2.32,Final Inspection,In Progress
DEF001973,2024-05-09,EQ0016,Dump Truck,Electrical Fault,Major,Man,Operator Error,1004.84,5.0,Final Inspection,Closed
DEF001974,2023-06-16,EQ0009,Dump Truck,Paint Finish,Minor,Environment,Vibration,1522.38,2.54,In-Process,Closed
DEF001975,2022-06-16,EQ0002,Grader,Weld Defect,Major,Machine,Equipment Malfunction,3366.2,11.85,Customer,Closed
